Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
182043,34in Ultrawide Monitor,1,379.99,04/16/19 22:16,"348 Highland St, San Francisco, CA 94016"
182043,Wired Headphones,1,11.99,04/16/19 22:16,"348 Highland St, San Francisco, CA 94016"
182044,Wired Headphones,1,11.99,04/05/19 08:03,"890 Wilson St, San Francisco, CA 94016"
182045,27in 4K Gaming Monitor,1,389.99,04/05/19 11:00,"170 Highland St, Seattle, WA 98101"
182046,Apple Airpods Headphones,1,150,04/26/19 07:07,"620 Hill St, Atlanta, GA 30301"
182047,Wired Headphones,1,11.99,04/22/19 05:01,"384 Lake St, Portland, OR 97035"
182048,AA Batteries (4-pack),1,3.84,04/14/19 13:16,"745 South St, San Francisco, CA 94016"
182049,Flatscreen TV,1,300,04/17/19 11:35,"213 1st St, New York City, NY 10001"
182050,Flatscreen TV,1,300,04/23/19 19:40,"871 9th St, Portland, OR 97035"
182051,AAA Batteries (4-pack),1,2.99,04/25/19 15:29,"690 4th St, Atlanta, GA 30301"
182052,Wired Headphones,1,11.99,04/02/19 09:43,"745 Meadow St, Boston, MA 02215"
182053,USB-C Charging Cable,1,11.95,04/22/19 10:33,"882 14th St, New York City, NY 10001"
182054,27in FHD Monitor,1,149.99,04/18/19 14:12,"564 Lakeview St, Los Angeles, CA 90001"
182055,27in FHD Monitor,1,149.99,04/06/19 22:43,"943 12th St, San Francisco, CA 94016"
182056,27in FHD Monitor,1,149.99,04/27/19 16:40,"537 13th St, Austin, TX 73301"
182057,Lightning Charging Cable,1,14.95,04/28/19 19:02,"464 Dogwood St, Los Angeles, CA 90001"
182058,Vareebadd Phone,1,400,04/09/19 12:54,"112 14th St, Atlanta, GA 30301"
182059,AAA Batteries (4-pack),2,2.99,04/30/19 20:58,"541 11th St, Seattle, WA 98101"
182060,iPhone,1,700,04/02/19 20:00,"763 Adams St, San Francisco, CA 94016"
182060,Lightning Charging Cable,1,14.95,04/02/19 20:00,"763 Adams St, San Francisco, CA 94016"
182061,Macbook Pro Laptop,1,1700,04/09/19 19:20,"92 Willow St, Seattle, WA 98101"
182062,AAA Batteries (4-pack),1,2.99,04/02/19 04:54,"87 Hill St, Los Angeles, CA 90001"
182063,AA Batteries (4-pack),1,3.84,04/14/19 10:43,"362 Washington St, Portland, ME 04101"
182064,Apple Airpods Headphones,1,150,04/18/19 12:06,"24 8th St, Atlanta, GA 30301"
182065,20in Monitor,1,109.99,04/21/19 14:16,"179 Hickory St, New York City, NY 10001"
182066,Flatscreen TV,1,300,04/26/19 01:03,"879 Maple St, Los Angeles, CA 90001"
182067,Vareebadd Phone,1,400,04/21/19 20:09,"970 14th St, Los Angeles, CA 90001"
182068,Wired Headphones,1,11.99,04/04/19 11:09,"701 Lincoln St, Los Angeles, CA 90001"
182069,Apple Airpods Headphones,1,150,04/28/19 12:45,"450 Main St, Los Angeles, CA 90001"
182070,USB-C Charging Cable,1,11.95,04/14/19 18:29,"513 Pine St, San Francisco, CA 94016"
182071,AAA Batteries (4-pack),1,2.99,04/20/19 12:57,"768 Elm St, Boston, MA 02215"
182072,AAA Batteries (4-pack),1,2.99,04/26/19 13:29,"615 1st St, Dallas, TX 75001"
182073,AAA Batteries (4-pack),1,2.99,04/20/19 10:15,"418 1st St, Boston, MA 02215"
182074,Lightning Charging Cable,1,14.95,04/19/19 12:09,"557 Lakeview St, New York City, NY 10001"
182075,Lightning Charging Cable,1,14.95,04/02/19 12:35,"512 Elm St, Dallas, TX 75001"
182076,USB-C Charging Cable,1,11.95,04/26/19 08:23,"305 Jackson St, Atlanta, GA 30301"
182077,AAA Batteries (4-pack),1,2.99,04/13/19 22:08,"730 4th St, New York City, NY 10001"
182077,AAA Batteries (4-pack),1,2.99,04/13/19 22:08,"730 4th St, New York City, NY 10001"
182078,AA Batteries (4-pack),1,3.84,04/19/19 09:21,"277 5th St, Dallas, TX 75001"
182079,Apple Airpods Headphones,1,150,04/05/19 00:14,"543 Jackson St, San Francisco, CA 94016"
182080,USB-C Charging Cable,1,11.95,04/05/19 14:22,"895 Chestnut St, New York City, NY 10001"
182081,Wired Headphones,1,11.99,04/27/19 12:11,"3 Hickory St, Boston, MA 02215"
182082,Wired Headphones,1,11.99,04/02/19 18:10,"420 Main St, New York City, NY 10001"
182083,Wired Headphones,1,11.99,04/14/19 21:44,"492 13th St, Seattle, WA 98101"
182084,AAA Batteries (4-pack),1,2.99,04/17/19 18:32,"633 Hickory St, Dallas, TX 75001"
182085,Lightning Charging Cable,1,14.95,04/18/19 14:42,"579 Cherry St, Austin, TX 73301"
182086,Google Phone,1,600,04/09/19 01:17,"177 Chestnut St, Portland, OR 97035"
182087,AAA Batteries (4-pack),1,2.99,04/12/19 19:13,"892 12th St, Austin, TX 73301"
182087,27in FHD Monitor,1,149.99,04/12/19 19:13,"892 12th St, Austin, TX 73301"
182088,Macbook Pro Laptop,1,1700,04/10/19 11:29,"21 2nd St, Boston, MA 02215"
182089,AAA Batteries (4-pack),1,2.99,04/15/19 22:02,"733 Hill St, Boston, MA 02215"
182090,USB-C Charging Cable,1,11.95,04/10/19 12:07,"1 North St, Portland, ME 04101"
182091,Lightning Charging Cable,1,14.95,04/27/19 18:20,"456 Johnson St, San Francisco, CA 94016"
182092,Bose SoundSport Headphones,1,99.99,04/30/19 12:20,"821 River St, New York City, NY 10001"
182093,Bose SoundSport Headphones,1,99.99,04/18/19 11:48,"356 Pine St, Los Angeles, CA 90001"
182093,AAA Batteries (4-pack),3,2.99,04/18/19 11:48,"356 Pine St, Los Angeles, CA 90001"
182094,ThinkPad Laptop,1,999.99,04/09/19 17:38,"923 Wilson St, Los Angeles, CA 90001"
182095,34in Ultrawide Monitor,1,379.99,04/28/19 13:27,"683 Forest St, Boston, MA 02215"
182096,Lightning Charging Cable,1,14.95,04/15/19 21:38,"525 1st St, New York City, NY 10001"
182097,iPhone,1,700,04/08/19 16:14,"327 Highland St, Portland, ME 04101"
182098,Lightning Charging Cable,1,14.95,04/29/19 13:03,"81 Walnut St, San Francisco, CA 94016"
182099,Google Phone,1,600,04/02/19 18:13,"192 14th St, Atlanta, GA 30301"
182099,USB-C Charging Cable,1,11.95,04/02/19 18:13,"192 14th St, Atlanta, GA 30301"
182100,Lightning Charging Cable,1,14.95,04/11/19 20:27,"377 2nd St, Seattle, WA 98101"
182100,AAA Batteries (4-pack),1,2.99,04/11/19 20:27,"377 2nd St, Seattle, WA 98101"
182101,USB-C Charging Cable,1,11.95,04/01/19 12:45,"139 West St, Los Angeles, CA 90001"
182102,Wired Headphones,1,11.99,04/10/19 19:46,"895 5th St, Los Angeles, CA 90001"
182103,USB-C Charging Cable,1,11.95,04/20/19 14:08,"737 Chestnut St, Los Angeles, CA 90001"
182104,ThinkPad Laptop,1,999.99,04/03/19 19:07,"777 Wilson St, New York City, NY 10001"
182105,Bose SoundSport Headphones,1,99.99,04/26/19 11:05,"170 1st St, Seattle, WA 98101"
182106,Wired Headphones,1,11.99,04/29/19 14:33,"930 West St, San Francisco, CA 94016"
182107,Wired Headphones,1,11.99,04/03/19 07:27,"434 Park St, Dallas, TX 75001"
182108,27in FHD Monitor,1,149.99,04/21/19 20:24,"19 River St, Austin, TX 73301"
182109,AAA Batteries (4-pack),1,2.99,04/23/19 18:05,"981 Jackson St, San Francisco, CA 94016"
182110,Macbook Pro Laptop,1,1700,04/27/19 22:42,"302 Forest St, Boston, MA 02215"
182111,Lightning Charging Cable,1,14.95,04/12/19 20:28,"108 Sunset St, Los Angeles, CA 90001"
182112,AA Batteries (4-pack),1,3.84,04/13/19 11:17,"498 Chestnut St, Portland, OR 97035"
182113,Wired Headphones,1,11.99,04/30/19 21:24,"235 1st St, San Francisco, CA 94016"
182114,27in 4K Gaming Monitor,1,389.99,04/22/19 00:53,"152 2nd St, San Francisco, CA 94016"
182115,AA Batteries (4-pack),1,3.84,04/23/19 21:40,"345 River St, Austin, TX 73301"
182116,Bose SoundSport Headphones,1,99.99,04/21/19 12:44,"475 Spruce St, San Francisco, CA 94016"
182117,34in Ultrawide Monitor,1,379.99,04/09/19 19:24,"253 Lake St, Portland, ME 04101"
182118,Wired Headphones,2,11.99,04/16/19 11:04,"27 Main St, San Francisco, CA 94016"
182119,AA Batteries (4-pack),1,3.84,04/29/19 23:04,"932 Pine St, Austin, TX 73301"
182120,AAA Batteries (4-pack),1,2.99,04/27/19 20:35,"930 4th St, Atlanta, GA 30301"
182121,Lightning Charging Cable,1,14.95,04/01/19 14:07,"460 Cherry St, Los Angeles, CA 90001"
182122,20in Monitor,1,109.99,04/26/19 07:59,"413 Maple St, New York City, NY 10001"
182123,27in 4K Gaming Monitor,1,389.99,04/20/19 19:35,"651 Madison St, Boston, MA 02215"
182124,Vareebadd Phone,1,400,04/01/19 13:24,"500 Hickory St, Los Angeles, CA 90001"
182125,iPhone,1,700,04/02/19 18:24,"757 10th St, Boston, MA 02215"
182125,Lightning Charging Cable,1,14.95,04/02/19 18:24,"757 10th St, Boston, MA 02215"
182126,Apple Airpods Headphones,1,150,04/11/19 07:37,"885 Lake St, Los Angeles, CA 90001"
182127,Lightning Charging Cable,1,14.95,04/21/19 11:04,"55 Washington St, Los Angeles, CA 90001"
182128,Wired Headphones,2,11.99,04/13/19 17:44,"596 Walnut St, Dallas, TX 75001"
182129,USB-C Charging Cable,1,11.95,04/15/19 10:24,"957 South St, San Francisco, CA 94016"
182130,Apple Airpods Headphones,1,150,04/08/19 07:55,"834 Wilson St, Los Angeles, CA 90001"
182131,Lightning Charging Cable,1,14.95,04/21/19 11:37,"565 River St, San Francisco, CA 94016"
182132,AA Batteries (4-pack),2,3.84,04/11/19 06:07,"369 12th St, Austin, TX 73301"
182133,Lightning Charging Cable,1,14.95,04/14/19 09:49,"120 Washington St, Dallas, TX 75001"
182134,USB-C Charging Cable,1,11.95,04/09/19 20:02,"647 Highland St, Los Angeles, CA 90001"
182135,USB-C Charging Cable,1,11.95,04/09/19 11:07,"554 South St, Boston, MA 02215"
182136,20in Monitor,1,109.99,04/10/19 11:40,"306 Cherry St, Boston, MA 02215"
182136,Lightning Charging Cable,1,14.95,04/10/19 11:40,"306 Cherry St, Boston, MA 02215"
182137,34in Ultrawide Monitor,1,379.99,04/12/19 11:48,"65 Cedar St, San Francisco, CA 94016"
182138,AA Batteries (4-pack),2,3.84,04/16/19 10:12,"279 Maple St, Boston, MA 02215"
182139,Macbook Pro Laptop,1,1700,04/17/19 10:47,"878 Washington St, San Francisco, CA 94016"
182140,Wired Headphones,1,11.99,04/27/19 19:33,"39 River St, San Francisco, CA 94016"
182141,AA Batteries (4-pack),1,3.84,04/22/19 22:18,"504 8th St, Seattle, WA 98101"
182142,AA Batteries (4-pack),2,3.84,04/04/19 10:45,"837 Dogwood St, Boston, MA 02215"
182143,AAA Batteries (4-pack),1,2.99,04/11/19 14:18,"570 Willow St, Boston, MA 02215"
182144,AA Batteries (4-pack),2,3.84,04/17/19 10:27,"268 Hickory St, San Francisco, CA 94016"
182145,Wired Headphones,1,11.99,04/21/19 02:16,"781 Elm St, Boston, MA 02215"
182146,34in Ultrawide Monitor,1,379.99,04/21/19 07:30,"500 South St, Portland, OR 97035"
182147,Vareebadd Phone,1,400,04/06/19 13:31,"967 Johnson St, Portland, ME 04101"
182147,USB-C Charging Cable,2,11.95,04/06/19 13:31,"967 Johnson St, Portland, ME 04101"
182148,Google Phone,1,600,04/05/19 09:31,"675 Maple St, San Francisco, CA 94016"
182149,Wired Headphones,1,11.99,04/16/19 00:09,"667 Jefferson St, Portland, ME 04101"
182150,Bose SoundSport Headphones,1,99.99,04/17/19 23:04,"159 Madison St, Dallas, TX 75001"
182151,Wired Headphones,1,11.99,04/05/19 11:59,"97 Highland St, San Francisco, CA 94016"
182152,27in 4K Gaming Monitor,1,389.99,04/27/19 10:25,"764 9th St, Dallas, TX 75001"
182153,AA Batteries (4-pack),1,3.84,04/04/19 04:16,"182 14th St, Atlanta, GA 30301"
182154,Bose SoundSport Headphones,1,99.99,04/05/19 17:57,"259 7th St, Austin, TX 73301"
182155,USB-C Charging Cable,1,11.95,04/06/19 17:49,"71 North St, Dallas, TX 75001"
182156,Wired Headphones,1,11.99,04/17/19 11:03,"986 14th St, Dallas, TX 75001"
182157,Apple Airpods Headphones,1,150,04/15/19 11:54,"229 Johnson St, Atlanta, GA 30301"
182158,Bose SoundSport Headphones,1,99.99,04/26/19 17:11,"471 Cherry St, San Francisco, CA 94016"
182158,ThinkPad Laptop,1,999.99,04/26/19 17:11,"471 Cherry St, San Francisco, CA 94016"
182159,Apple Airpods Headphones,1,150,04/09/19 21:50,"579 Dogwood St, Seattle, WA 98101"
182160,USB-C Charging Cable,1,11.95,04/15/19 16:10,"18 13th St, Los Angeles, CA 90001"
182161,AAA Batteries (4-pack),2,2.99,04/24/19 16:48,"135 Maple St, Atlanta, GA 30301"
182162,27in FHD Monitor,1,149.99,04/06/19 08:14,"593 Center St, San Francisco, CA 94016"
182163,Lightning Charging Cable,1,14.95,04/07/19 23:25,"480 Meadow St, San Francisco, CA 94016"
182164,Wired Headphones,2,11.99,04/22/19 22:25,"472 Washington St, Dallas, TX 75001"
182165,USB-C Charging Cable,2,11.95,04/24/19 13:55,"346 5th St, Boston, MA 02215"
182166,Lightning Charging Cable,1,14.95,04/19/19 08:38,"805 9th St, Los Angeles, CA 90001"
182167,AAA Batteries (4-pack),1,2.99,04/05/19 18:31,"478 Johnson St, New York City, NY 10001"
182168,AA Batteries (4-pack),1,3.84,04/27/19 10:48,"646 10th St, New York City, NY 10001"
182168,Apple Airpods Headphones,1,150,04/27/19 10:48,"646 10th St, New York City, NY 10001"
182169,20in Monitor,1,109.99,04/06/19 10:56,"678 Lakeview St, Los Angeles, CA 90001"
182170,27in 4K Gaming Monitor,1,389.99,04/26/19 11:07,"709 12th St, Boston, MA 02215"
182171,Wired Headphones,1,11.99,04/08/19 17:48,"691 Madison St, Boston, MA 02215"
182172,USB-C Charging Cable,1,11.95,04/19/19 12:20,"497 Jackson St, Boston, MA 02215"
182173,USB-C Charging Cable,1,11.95,04/05/19 23:32,"544 Willow St, San Francisco, CA 94016"
182174,AA Batteries (4-pack),1,3.84,04/20/19 21:37,"232 Highland St, San Francisco, CA 94016"
182175,USB-C Charging Cable,1,11.95,04/25/19 18:37,"375 Forest St, San Francisco, CA 94016"
182176,USB-C Charging Cable,1,11.95,04/11/19 18:24,"905 Johnson St, Boston, MA 02215"
182176,AA Batteries (4-pack),1,3.84,04/11/19 18:24,"905 Johnson St, Boston, MA 02215"
182177,34in Ultrawide Monitor,1,379.99,04/15/19 13:59,"9 Wilson St, Boston, MA 02215"
182178,Wired Headphones,2,11.99,04/02/19 22:49,"434 Dogwood St, Portland, OR 97035"
182179,AAA Batteries (4-pack),3,2.99,04/13/19 20:34,"381 Hickory St, Seattle, WA 98101"
182180,ThinkPad Laptop,1,999.99,04/17/19 18:11,"828 Wilson St, Dallas, TX 75001"
182181,27in 4K Gaming Monitor,1,389.99,04/25/19 23:11,"506 Madison St, Atlanta, GA 30301"
182182,27in 4K Gaming Monitor,1,389.99,04/10/19 12:42,"829 Forest St, Boston, MA 02215"
182183,Flatscreen TV,1,300,04/12/19 11:02,"731 Lincoln St, Boston, MA 02215"
182184,AAA Batteries (4-pack),1,2.99,04/12/19 20:43,"632 11th St, Los Angeles, CA 90001"
182185,Wired Headphones,1,11.99,04/22/19 21:09,"893 11th St, Los Angeles, CA 90001"
182186,Bose SoundSport Headphones,1,99.99,04/14/19 12:37,"368 South St, Austin, TX 73301"
182187,USB-C Charging Cable,1,11.95,04/23/19 19:54,"439 4th St, San Francisco, CA 94016"
182188,Apple Airpods Headphones,1,150,04/08/19 22:26,"159 Main St, San Francisco, CA 94016"
182189,Lightning Charging Cable,1,14.95,04/16/19 01:56,"425 Dogwood St, Seattle, WA 98101"
182190,AAA Batteries (4-pack),1,2.99,04/14/19 17:56,"623 North St, New York City, NY 10001"
182191,Bose SoundSport Headphones,1,99.99,04/30/19 10:28,"306 Cherry St, Portland, OR 97035"
182192,27in 4K Gaming Monitor,1,389.99,04/22/19 13:39,"398 Hickory St, Atlanta, GA 30301"
182193,AAA Batteries (4-pack),1,2.99,04/09/19 15:28,"202 Pine St, San Francisco, CA 94016"
182194,Apple Airpods Headphones,1,150,04/10/19 21:38,"497 14th St, Boston, MA 02215"
182195,Apple Airpods Headphones,1,150,04/23/19 20:57,"539 Adams St, Los Angeles, CA 90001"
182196,27in FHD Monitor,1,149.99,04/16/19 12:08,"133 Chestnut St, San Francisco, CA 94016"
182197,ThinkPad Laptop,1,999.99,04/18/19 10:12,"953 Pine St, San Francisco, CA 94016"
182198,iPhone,1,700,04/24/19 19:34,"443 North St, Boston, MA 02215"
182199,USB-C Charging Cable,1,11.95,04/15/19 21:13,"300 Willow St, Los Angeles, CA 90001"
182200,USB-C Charging Cable,1,11.95,04/21/19 00:15,"721 5th St, Los Angeles, CA 90001"
182201,AAA Batteries (4-pack),1,2.99,04/19/19 12:22,"892 Lincoln St, Portland, OR 97035"
182202,Google Phone,1,600,04/26/19 15:04,"165 Hill St, Seattle, WA 98101"
182203,AAA Batteries (4-pack),1,2.99,04/24/19 22:18,"786 Highland St, Los Angeles, CA 90001"
182204,Bose SoundSport Headphones,1,99.99,04/15/19 19:18,"163 Lakeview St, New York City, NY 10001"
182205,USB-C Charging Cable,1,11.95,04/28/19 21:33,"874 14th St, San Francisco, CA 94016"
182206,34in Ultrawide Monitor,1,379.99,04/22/19 11:11,"340 6th St, San Francisco, CA 94016"
182207,USB-C Charging Cable,2,11.95,04/04/19 13:23,"908 6th St, Los Angeles, CA 90001"
182208,AA Batteries (4-pack),1,3.84,04/10/19 05:08,"33 1st St, San Francisco, CA 94016"
182209,27in 4K Gaming Monitor,1,389.99,04/17/19 21:41,"339 Lincoln St, Los Angeles, CA 90001"
182210,Flatscreen TV,1,300,04/17/19 18:55,"688 Walnut St, Austin, TX 73301"
182211,AAA Batteries (4-pack),1,2.99,04/24/19 13:28,"74 10th St, San Francisco, CA 94016"
182212,Lightning Charging Cable,1,14.95,04/07/19 10:03,"915 12th St, Los Angeles, CA 90001"
182213,USB-C Charging Cable,1,11.95,04/18/19 12:06,"641 Elm St, New York City, NY 10001"
182214,AAA Batteries (4-pack),1,2.99,04/01/19 11:43,"676 Meadow St, San Francisco, CA 94016"
182215,27in FHD Monitor,1,149.99,04/05/19 23:33,"640 Madison St, San Francisco, CA 94016"
182215,Bose SoundSport Headphones,1,99.99,04/05/19 23:33,"640 Madison St, San Francisco, CA 94016"
182216,Bose SoundSport Headphones,1,99.99,04/16/19 22:58,"721 9th St, Atlanta, GA 30301"
182217,34in Ultrawide Monitor,1,379.99,04/13/19 18:51,"361 Spruce St, Seattle, WA 98101"
182218,Google Phone,1,600,04/13/19 16:10,"559 Park St, Dallas, TX 75001"
182219,Google Phone,1,600,04/22/19 14:37,"971 Lakeview St, New York City, NY 10001"
182220,34in Ultrawide Monitor,2,379.99,04/14/19 12:04,"587 Dogwood St, San Francisco, CA 94016"
182221,Flatscreen TV,1,300,04/12/19 21:28,"49 Washington St, Portland, OR 97035"
182222,Lightning Charging Cable,1,14.95,04/07/19 16:29,"960 Lakeview St, Seattle, WA 98101"
182223,Apple Airpods Headphones,1,150,04/15/19 14:38,"422 Cherry St, Atlanta, GA 30301"
182224,AA Batteries (4-pack),1,3.84,04/04/19 19:20,"852 6th St, San Francisco, CA 94016"
182225,USB-C Charging Cable,1,11.95,04/09/19 11:57,"765 Main St, Boston, MA 02215"
182226,20in Monitor,1,109.99,04/06/19 06:32,"396 13th St, Los Angeles, CA 90001"
182227,Lightning Charging Cable,1,14.95,04/18/19 09:38,"906 Jackson St, Los Angeles, CA 90001"
182228,AA Batteries (4-pack),1,3.84,04/16/19 09:02,"484 1st St, San Francisco, CA 94016"
182229,AAA Batteries (4-pack),1,2.99,04/05/19 02:02,"608 Wilson St, Boston, MA 02215"
182230,AA Batteries (4-pack),2,3.84,04/29/19 07:56,"467 Walnut St, Seattle, WA 98101"
182231,AA Batteries (4-pack),1,3.84,04/22/19 14:34,"672 Church St, Austin, TX 73301"
182232,34in Ultrawide Monitor,1,379.99,04/21/19 13:22,"91 Lincoln St, Boston, MA 02215"
182233,Flatscreen TV,1,300,04/12/19 23:55,"338 Madison St, Los Angeles, CA 90001"
182234,Flatscreen TV,1,300,04/17/19 13:23,"736 4th St, Atlanta, GA 30301"
182235,AA Batteries (4-pack),3,3.84,04/13/19 09:12,"737 8th St, Portland, OR 97035"
182236,AA Batteries (4-pack),1,3.84,04/24/19 20:48,"371 12th St, Dallas, TX 75001"
182237,AAA Batteries (4-pack),1,2.99,04/01/19 22:57,"289 Jefferson St, New York City, NY 10001"
182238,USB-C Charging Cable,1,11.95,04/14/19 15:39,"87 Lake St, Seattle, WA 98101"
182239,Lightning Charging Cable,1,14.95,04/03/19 10:42,"935 Hill St, Atlanta, GA 30301"
182240,iPhone,1,700,04/27/19 18:56,"772 5th St, New York City, NY 10001"
182240,Lightning Charging Cable,1,14.95,04/27/19 18:56,"772 5th St, New York City, NY 10001"
182241,USB-C Charging Cable,1,11.95,04/04/19 13:28,"794 Cedar St, San Francisco, CA 94016"
182242,USB-C Charging Cable,1,11.95,04/07/19 13:12,"485 South St, San Francisco, CA 94016"
182243,AAA Batteries (4-pack),5,2.99,04/24/19 12:03,"142 Washington St, Atlanta, GA 30301"
182244,34in Ultrawide Monitor,1,379.99,04/24/19 23:50,"718 South St, Atlanta, GA 30301"
182245,USB-C Charging Cable,1,11.95,04/12/19 02:29,"765 Jefferson St, San Francisco, CA 94016"
182246,AA Batteries (4-pack),2,3.84,04/13/19 11:33,"210 Cherry St, Austin, TX 73301"
182247,27in 4K Gaming Monitor,1,389.99,04/02/19 20:33,"335 Church St, Los Angeles, CA 90001"
182248,27in FHD Monitor,1,149.99,04/22/19 14:48,"907 Maple St, Dallas, TX 75001"
182249,USB-C Charging Cable,1,11.95,04/10/19 20:25,"697 8th St, Los Angeles, CA 90001"
182250,iPhone,1,700,04/16/19 16:14,"178 Center St, Portland, OR 97035"
182251,34in Ultrawide Monitor,1,379.99,04/16/19 11:39,"207 11th St, New York City, NY 10001"
182252,20in Monitor,1,109.99,04/07/19 11:46,"557 6th St, Dallas, TX 75001"
182253,AAA Batteries (4-pack),2,2.99,04/29/19 19:40,"954 Maple St, Atlanta, GA 30301"
182254,27in FHD Monitor,1,149.99,04/03/19 11:22,"694 Adams St, Boston, MA 02215"
182255,Apple Airpods Headphones,1,150,04/07/19 22:02,"464 Cherry St, New York City, NY 10001"
182256,Bose SoundSport Headphones,1,99.99,04/01/19 14:58,"82 5th St, Portland, OR 97035"
182257,Wired Headphones,1,11.99,04/28/19 19:45,"814 4th St, Atlanta, GA 30301"
182258,Apple Airpods Headphones,1,150,04/24/19 19:32,"109 Dogwood St, Atlanta, GA 30301"
182259,Lightning Charging Cable,1,14.95,04/25/19 20:46,"663 Dogwood St, Atlanta, GA 30301"
182260,27in 4K Gaming Monitor,1,389.99,04/02/19 10:31,"118 Cherry St, Boston, MA 02215"
182261,AA Batteries (4-pack),1,3.84,04/12/19 18:37,"778 Jackson St, Dallas, TX 75001"
182262,USB-C Charging Cable,1,11.95,04/15/19 18:52,"617 Sunset St, Atlanta, GA 30301"
182263,Apple Airpods Headphones,1,150,04/22/19 17:01,"301 Hill St, New York City, NY 10001"
182264,iPhone,1,700,04/04/19 18:32,"455 Park St, Los Angeles, CA 90001"
182265,AA Batteries (4-pack),1,3.84,04/10/19 12:25,"70 Willow St, Los Angeles, CA 90001"
182266,USB-C Charging Cable,1,11.95,04/07/19 08:51,"472 Hill St, New York City, NY 10001"
182267,Wired Headphones,1,11.99,04/02/19 15:11,"280 Main St, San Francisco, CA 94016"
182268,Lightning Charging Cable,1,14.95,04/26/19 16:12,"916 7th St, Los Angeles, CA 90001"
182269,Wired Headphones,1,11.99,04/22/19 16:58,"514 Johnson St, San Francisco, CA 94016"
182270,27in 4K Gaming Monitor,1,389.99,04/06/19 19:37,"441 Maple St, San Francisco, CA 94016"
182271,Apple Airpods Headphones,1,150,04/25/19 14:47,"736 Hickory St, Boston, MA 02215"
182272,AAA Batteries (4-pack),1,2.99,04/24/19 14:01,"533 Willow St, San Francisco, CA 94016"
182273,AAA Batteries (4-pack),2,2.99,04/30/19 08:30,"943 12th St, San Francisco, CA 94016"
182274,Wired Headphones,1,11.99,04/01/19 20:32,"224 13th St, Portland, OR 97035"
182275,Flatscreen TV,1,300,04/27/19 09:30,"533 Dogwood St, San Francisco, CA 94016"
182276,AAA Batteries (4-pack),1,2.99,04/08/19 17:21,"213 West St, Los Angeles, CA 90001"
182277,27in FHD Monitor,1,149.99,04/21/19 19:44,"190 5th St, Boston, MA 02215"
182278,USB-C Charging Cable,1,11.95,04/19/19 20:33,"150 Forest St, San Francisco, CA 94016"
182279,AAA Batteries (4-pack),1,2.99,04/28/19 09:08,"47 Lakeview St, Los Angeles, CA 90001"
182280,34in Ultrawide Monitor,1,379.99,04/13/19 17:14,"710 Lake St, Austin, TX 73301"
182281,Wired Headphones,1,11.99,04/12/19 22:48,"860 Chestnut St, Boston, MA 02215"
182282,Wired Headphones,1,11.99,04/07/19 23:34,"57 13th St, Seattle, WA 98101"
182283,USB-C Charging Cable,1,11.95,04/10/19 19:11,"351 Adams St, Boston, MA 02215"
182284,Bose SoundSport Headphones,1,99.99,04/08/19 18:55,"520 Elm St, Boston, MA 02215"
182285,AA Batteries (4-pack),2,3.84,04/13/19 20:52,"773 2nd St, New York City, NY 10001"
182286,AA Batteries (4-pack),1,3.84,04/06/19 08:14,"364 14th St, Los Angeles, CA 90001"
182287,Wired Headphones,1,11.99,04/22/19 05:11,"466 Highland St, New York City, NY 10001"
182288,AA Batteries (4-pack),3,3.84,04/05/19 18:45,"945 Cedar St, San Francisco, CA 94016"
182289,AAA Batteries (4-pack),2,2.99,04/26/19 10:45,"837 Pine St, Los Angeles, CA 90001"
182290,USB-C Charging Cable,1,11.95,04/22/19 13:14,"705 4th St, Los Angeles, CA 90001"
182291,Lightning Charging Cable,1,14.95,04/24/19 16:00,"547 Adams St, San Francisco, CA 94016"
182292,Wired Headphones,2,11.99,04/01/19 17:41,"921 Forest St, San Francisco, CA 94016"
182293,AA Batteries (4-pack),1,3.84,04/12/19 12:06,"453 Walnut St, San Francisco, CA 94016"
182294,Lightning Charging Cable,2,14.95,04/14/19 09:50,"314 Sunset St, San Francisco, CA 94016"
182295,AAA Batteries (4-pack),1,2.99,04/29/19 20:27,"560 Washington St, Boston, MA 02215"
182296,27in FHD Monitor,1,149.99,04/12/19 16:58,"220 West St, Boston, MA 02215"
182297,Wired Headphones,1,11.99,04/10/19 20:39,"465 Willow St, New York City, NY 10001"
182298,Wired Headphones,1,11.99,04/26/19 08:44,"64 Willow St, Boston, MA 02215"
182299,Lightning Charging Cable,1,14.95,04/26/19 09:07,"833 North St, Boston, MA 02215"
182300,Apple Airpods Headphones,1,150,04/04/19 13:25,"4 9th St, Seattle, WA 98101"
182301,AA Batteries (4-pack),1,3.84,04/30/19 23:32,"896 Wilson St, San Francisco, CA 94016"
182302,AA Batteries (4-pack),3,3.84,04/22/19 11:30,"586 4th St, Los Angeles, CA 90001"
182303,AA Batteries (4-pack),2,3.84,04/07/19 21:12,"340 River St, San Francisco, CA 94016"
182304,Wired Headphones,1,11.99,04/18/19 18:29,"795 Chestnut St, Seattle, WA 98101"
182305,USB-C Charging Cable,1,11.95,04/21/19 18:16,"659 Church St, Los Angeles, CA 90001"
182306,Wired Headphones,1,11.99,04/05/19 14:45,"181 Cherry St, San Francisco, CA 94016"
182307,Wired Headphones,1,11.99,04/03/19 17:36,"413 West St, New York City, NY 10001"
